msg_id,user_id,message,comparison_code,machine code,code by Q,Note,
4.88E+17,1633630195,"@themehreenalam suicide bombers killing shias,ahmedias,christian,hindus in every majority muslim country.indeed religion of peace",0,3,7,,
4.88E+17,342615491,Hey @NiallOfficial I love u more than anything u have litterally saved me from cutting and suicide thoughts. U should follow me _ÙÕ÷,1,1,1,being saved,
4.89E+17,248408610,Self reflect &amp; ask yourself why are you  so bothered by this person's existence. Please seek help. It's really sick.Talk to a counselor.,0,2,4,,
4.89E+17,720338350,"Stuck in a mental vortex of stress, disappointment, and depression. Feels so good.",1,1,1,,
4.90E+17,25275327,"@lilprinsus  do it. I'll do it with you, it will be like a suicide pact.",0,7,1,,
4.90E+17,1902188623,"Man Seeking to Highlight Son's Suicide due to Bullying over Sexuality, is Killed - News - Bubblews #bubblews http://t.co/Cd8o8NX81p",0,3,6,,
4.90E+17,199093274,"Trouble sleeping? It might be food, stress, depression. Try holistic health coach in West L.A.. First meeting NC http://t.co/xn2K8tP6JQ",1,4,4,,
4.91E+17,2455084314,This is a little poem I wrote about suicide... http://t.co/WI2v7GcgEh,0,7,1,not sure if the post is showing the person himself/herself is at risk,
4.91E+17,2343522330,"people who die by suicide do not want to end their lifes, they want to end their pain.",1,1,1,not sure if the post is showing the person himself/herself is at risk,
4.92E+17,41465435,"Who needs me to help them live?
""@TheKnowledge: Orgasms can lower a woman's risk of heart disease, stroke, breast cancer, and depression.""",0,2,7,,
4.92E+17,1950062749,"This is my #depression. If you have even a moment, hear my plea. #Vegan #raw #health #suicide #peace #love ... https://t.co/koD8hWyFaD",0,4,2,,
4.92E+17,211320321,My check = depression _Ù÷Ó maaaaan I need a new job.!!!!!!! Help me ppl.!! Lol,0,2,3,or 7?,
4.93E+17,16929626,"dreamt about an animated biopic of ex-US president Phillip Larkin, who commits suicide by hanging &amp; was voiced by Ricky Gervais",1,6,6,,
4.93E+17,2306323957,#teenagers #teenagerproblems Top 6 Tips To Beat #Depression http://t.co/RHlFvEpH8B http://t.co/cQDCZkcbhi,0,7,4,,
4.93E+17,577551905,Photo: scntrx: Depression Blog http://t.co/CfkVe8caPJ,0,4,1,not sure if the post is showing the person himself/herself is at risk,
4.93E+17,1262594011,Source: Bomber kills 5 in Nigeria: A suicide bomber in Nigeria killed at least five people on Sund... http://t.co/WYxu3cpt8l champagneAK,0,3,7,,
4.93E+17,769705166,"Israel refuses invitation to commit suicide, snubs the irrelevant Kerry http://t.co/z1MKiBoxld via @washingtonpost",1,7,7,,
4.94E+17,396207837,I hate this depression shit. Cause I try to hide it &amp; it ends up coming out when I don't want it to.,1,1,1,,
4.94E+17,2158956080,Hot weather blamed as Cheltenham's Suicide Crisis is inundated with calls for help | Gloucestershire Echo http://t.co/uJzMwUq50P via @po_st,0,2,6,,
4.94E+17,852850670,"‰ÛÏ@Fatimaabbaniii: Cuddling literally kills depression, relieves anxiety, and strengthens the immune system!!‰Ûùhaqqun",0,3,4,,
4.95E+17,389770680,"Man Commits Suicide Over Inability To Pay N35,000 House Rent: A 43-year-old auto mechanic, Obi Orji, killed hi... http://t.co/Gr3DxTpmQK",0,3,6,,
4.95E+17,181984719,@imbalaska @alamairs @Bidgeeboy SHY has mental health issues and needs immediate help Milne should recommend she seek help,0,2,4,,
4.95E+17,559340351,Photo: scntrx: DEPRESSION BLOG http://t.co/Prs3TX1HNV,0,4,1,not sure if the post is showing the person himself/herself is at risk,link to at-risk blog
4.95E+17,2199840216,"If you were sick with a fever, would you dismiss the symptoms, or seek help? What about your emotional needs? http://t.co/7adMtXP6oS",0,7,4,or 2?,
4.95E+17,422196259,my cat hates herself so much that she thinks she's dirt. call 1-800-help-a-fat-ass to help cure her depression. http://t.co/nrI2JWLzaU,0,2,7,,
4.96E+17,1624098810,"when depression takes over i can't push through it, i have to close my door and shut the world out, it's the only way i know how to survive.",0,2,1,,
4.96E+17,2592360160,"Truth is, imho, a SIGNIFICANT number of people with mental health issues or depression ect ect, R humans fueling doubts from U siko daleks -",0,4,2,or 4??,
4.96E+17,2465377872,"In the late 19th century in Great Britain, attempted suicide was deemed to be equivalent to attempted murder &amp; could be punished by hanging.",1,6,6,historical information,
4.96E+17,2378818849,"In the late 19th century in Great Britain, attempted suicide was deemed to be equivalent to attempted murder &amp; could be punished by hanging.",1,6,6,,
4.96E+17,458160207,"Having negative friends is linked to depression, lowered self esteem, insomnia and anxiety. Positive friends promote good overall health.",1,4,4,,
4.97E+17,309843971,Japanese scientist at center of stem-cell scandal commits suicide http://t.co/V91czDeXaL,0,7,6,,
4.97E+17,339496478,"Stem cell scientist found dead in apparent suicide http://t.co/5mHOFp6O4O
It's tragedy! I guess he couldn't take the criticism any more_Ù÷Ó",0,1,6,,
4.98E+17,552420555,@Edcrab_ I've never had one of those but always wanted one. Especially now that my depression has made me a complete shut in.,0,2,1,,
4.98E+17,19540412,But my depression would rather persuade me to stay in bed and feel sorry for myself. Cunt.,1,1,1,,
4.98E+17,969762992,Depression and Diabetes: Mental-Health Advice Improves Outcome - Medscape http://t.co/20XCUFJPOO,1,4,4,helpful info,
4.98E+17,1849786118,post concert depression is probably one of the hardest things to go through and theres this aching feeling that sticks with you for a month,0,1,3,,
4.99E+17,295556160,"""It's not our fault u have no friends so stop blaming us for your depression"" as a child ya literally kept me shut indoors...",0,2,1,not sure what this is about,
4.99E+17,1074271561,"apparently suicide, fucked up world",0,3,5,not sure. Maybe reaction to RW's suicide,
4.99E+17,265366286,@andreabrownhill I was just about to ask you are you awake haha? &amp; I know how sad! Suicide apparently,0,7,5,not sure. Maybe reaction to RW's suicide,
4.99E+17,15437236,‰ÛÏ@kroq: Sad day. Robin Williams found dead of an apparent suicide. http://t.co/eqnPvkeARB‰Ûù no:(,0,7,5,,
4.99E+17,785113291,So sad to hear that Robin Williams took his own life today. Such a lovely and vivacious personality.,0,6,5,,
4.99E+17,23140238,So Robin Williams died today. _Ù÷Ó,1,5,5,,
4.99E+17,1160835931,my uncle and Robin Williams died.. wow_Ù÷__Ù÷Ç #rip sad day_Ù÷»,1,5,5,,
4.99E+17,720937833,"""@trickdaddy3000: Why would he wait til he was 63 to commit suicide but r.i.p."" moee..cdfu.. shut up Niecy",0,2,5,,
4.99E+17,52655636,I cant believe what I've just heard. Robin Williams has gone. Apparently he took his own life. He was a total legend_ÙÕÓ Truly heartbroken_Ù÷_,0,6,5,,
4.99E+17,40485356,RIP Robin Williams Checked four different websites to make sure this wasn't a hoax...,0,4,5,,
4.99E+17,15671429,@PixKristin: So sad to hear about Robin Williams. A great comedian and person. Depression is so cruel. Never fear asking for help.,0,2,5&4,,
4.99E+17,339123129,It's amazing how lonely those are that seem to have it all!! We are all alike famous and infamous and depression can kill the best. #RIPMork,0,3,5&4,,
4.99E+17,2201250796,Rest in Peace Robin Williams. Your movies made my childhood. ‰ù_•üè‰ù_•üè_Ùªè_Ùªè http://t.co/VPuY05fsM0,0,7,5,,
4.99E+17,116889285,I'm so sorry you hit the point of no return Robin Williams.  You gave millions so much joy and we love you for that and miss you already.,1,5,5,,
4.99E+17,2721011959,R.I.P Robin Williams.  I loved all your movies and will miss you :(,1,5,5,,
4.99E+17,402870306,‰ÛÏ@MeIodySwift: @LOHANTHONY i loved robin williams song Blurred lines he was a legend!‰Ûù YOU ACTUALLY NEED HELP_Ù÷â are you trying 2 be funny or?,0,2,5&4,,
4.99E+17,1324615867,"Evidence that fame can't change someone's feelings and their mind. Depression still exists and it sucks. Please, get help if you need it.",0,7,5&4,,
4.99E+17,608709802,I just hope if anyone ever has suicidal thoughts that they would open up to someone about it. Suicide is never the answer.,0,1,5&4,,
4.99E+17,36084236,R.I.P Robin Williams. You will be greatly missed. You had a way to make people laugh. Prayers go out to the family .,1,5,5,,
4.99E+17,1917249228,"""@ActorTrivia: Actor Robin Williams has died at age 63 http://t.co/2ONCkloDrZ""
Very sad news. Our thoughts and prayers go out to his family.",0,1,5&6,,
4.99E+17,820356631,R.I.P Robin Williams.,0,7,5,,
4.99E+17,2632469137,"Robin Williams died today which is very sad. Now they say it was suicide?!Reminds me @hotdamnirock vid ""outcome of fame"" #RIPRobinWilliams",1,5,5,,
4.99E+17,574769099,its really scary knowing that any and i mean ANY celeb can be in depression and not show it but its killing them everyday,0,3,5,,
4.99E+17,1177367245,"RT @HuffingtonPost: Need help? In the U.S., call 1-800-273-8255 for the National Suicide Prevention Lifeline (http://t.co/7OWW6Mhjl1).",0,2,4,,
4.99E+17,2337452467,If you struggle with depression Call me DM me! I am willing to listen and help!,0,2,4,,
4.99E+17,506395308,Robin Williams is dead http://t.co/0KSEmNGW9C via @GoBubblews,0,7,6,,
4.99E+17,556344438,RIP robin williams _ÙÔ_ RV will forever be my favorite movie_Ù÷¢‰ù_•üè,0,7,5,,
4.99E+17,273793026,Rip Robin Williams. No one like you. You will be missed.,0,7,5,,
4.99E+17,59739809,"Oh my god, RIP Robin Williams, we will miss you ‰ù_•üè",1,5,5,,
4.99E+17,21037824,RIP Robin Williams. We will miss you forever and forever more. :'( http://t.co/7sKfykjojL,1,5,5,,
4.99E+17,827370132,"I've had severe depression. It's not fucking ""beautiful"" or ""poetic"". it is a real mental illness. Why would you ever want that?",0,3,1,,
4.99E+17,150896045,All These Robin Williams Fans Can't Name 5 Movies He Played In,0,7,5,,
4.99E+17,2176007349,Robin Williams last post was a throwback wih him and his daughter,0,3,5,,
4.99E+17,2426739583,Thank you Robin Williams for your impact on film. We will miss you. Your memory lives on. #RIPRobinWilliams http://t.co/0VvffNYr3X,1,5,5,,
4.99E+17,22979910,Depression is such a private struggle. But your life matters. You matter. Ask for help. Ask anyone. RIP #robinwilliams,0,2,5&4,,
4.99E+17,203627908,@BenKuchera Bless you for offering information as well as hope. We will all be affected by suicide of 1 or more friends/family Helps there_ÙÕÓ,0,2,4,,
4.99E+17,2668557720,"twitter today: ""if you ever need help, please call the suicide prevention hotline.""
twitter tomorrow: ""kys you fat bitch lol""",0,2,4,kind of cynical,
4.99E+17,1033934658,"If you're struggling with depression, please reach out to someone you love. There's no weakness in asking for help. Rest in peace, Robin.",0,2,4,,
4.99E+17,90670581,Robin Williams? The world will miss you..,1,5,5,,
4.99E+17,30538202,Feeling pretty sad about the news of Robin Williams death. He gave us such happy memories in the vast roles he had. We will miss you Robin.,1,5,5,,
4.99E+17,2357470517,"Suicide is a serious thing. And if you know anyone who is suicidal, you need to get them help. No one should be in pain. Trust me.",0,2,4,,
4.99E+17,24983581,It's a shame there's more coverage of Robin Williams dying and not a lot on the young black male who got killed,0,3,6,,
4.99E+17,466793190,"""O Captain! My Captain!"" Rest in peace, Robin Williams. http://t.co/RyWVfvkWKV",0,7,5,,
4.99E+17,8536442,RIP Robin Williams. We are going to miss you. http://t.co/KlYvhyvXgg,1,5,5,,
4.99E+17,922532046,"""@KindaLightskin: ""Little kids die everyday Why care about One person""
SHUT THE FUCK UP FUCK THEM KIDS MY NIGGA ROBIN WILLIAMS THE BEST.""",0,2,5,,
4.99E+17,1117553407,"R.I.P. Robin Williams - Thank You for your beautiful movies, for the laughs and tears !!!",0,7,5,,
4.99E+17,38048582,"@JAYYCAM and aloooot of sadness and ""depression"" is caused by environmental &amp; cultural factors that result in physical responses",0,7,4,,
4.99E+17,894183158,"""Carpe diem. Seize the day, boys. Make your lives extraordinary."" - Robin Williams",1,5,5,,
4.99E+17,499019268,"I think the real surprise is that he didn't die years earlier from an overdose. That said, RIP, Robin Williams, you were a great talent.",1,5,5,,
4.99E+17,1496600707,"@TheHiddenOmega //Just search Robin Williams when you get a chance. He's like, the Morgan Freeman of comedy.",0,3,5,,
4.99E+17,15068146,"‰ÛÏ@BreakingNews: Actor Robin Williams dies at age 63; found dead at home, Marin County, Calif., sheriff's office says - @nbcbayarea‰Ûù WTF!",0,7,6,,
4.99E+17,541279368,R.I.P. Robin Williams :( You'll be missed more than you'll ever know.,1,5,5,,
4.99E+17,110175064,"The world truly lost a work of art today. Robin Williams, you will be missed. Your comedy was the Mona Lisa, and you inspired us all",1,5,5,,
4.99E+17,1353184454,"Robin Williams death is tragic, but it highlights some very real, very scary problems that need to be addressed in American mental health.",0,4,5&4,,
4.99E+17,157899439,Thank you for the joy you gave my childhood..  RIP Robin Williams http://t.co/TZOAKR1B8m,0,7,5,,
4.99E+17,54752086,Foto: releasings: ruinedchildhood: You will be missed. R.I.P Robin Williams Thanks for all the laughs you... http://t.co/SbzEFzboNd,0,5,5&6,,
4.99E+17,2536632268,"Sad to hear about the passing of great man. RT @jenakingsley: Carpe Diem, Seize the day. Make your life extraordinary. RIP Robin Williams.",1,5,5,,
4.99E+17,2170879135,Just woke up to the news of robin Williams. May he rest in peace... The world will miss him.,1,5,5,,
4.99E+17,2182891302,The Academy Awards Twitter Tribute to Robin Williams Is Perfect http://t.co/V4O1PtXXV3 via @BroBible,0,7,5&6,,
4.99E+17,51292702,It just shocks me that Robin Williams died today! It just doesn't even seem real...,1,5,5,,
4.99E+17,708188306,it's honestly so sad that someone so happy can feel so differently inside DEPRESSION ISNT A JOKE  IT NEVER WAS AND NEVER WILL BE,0,1,5&4,,
4.99E+17,44241376,"Robin Williams‰Ûª Death Sparks Web Tributes From Comedy‰Ûªs Elite: Robin Williams, the comedian known the world ov... http://t.co/VLsZZmFdc5",0,4,5,,
4.99E+17,381622960,@zbarnhart7 that one dude is robin williams though,0,7,5,,
4.99E+17,22067223,So sad to hear he news of robin Williams. Rip. You will be missed.,0,7,5,,
4.99E+17,1192755404,"Our heart goes out to the family of Robin Williams, who died yesterday. He was a wonderful actor/comedian. May his soul RIP. @robinwilliams",1,5,5,,
4.99E+17,2364205338,We are deeply saddened by the death of Robin Williams. We will miss him! O' Captain My Captain! #RIPRobinWilliams http://t.co/f486412Uzh,1,5,5,,
4.99E+17,2169056383,"via Tryaryforyou The One Minute Blog. Robin Williams, Virtuoso: Robin Williams was a comic genius, b... http://t.co/vZRNE0T0ew #positive",0,4,6,,
4.99E+17,436790979,Robin Williams' Death Reveals How Hard It Can Be To Climb Out Of Depression http://t.co/myYW2GhYMi via @HealthyLiving,1,4,4,or 6?,
4.99E+17,2662300416,@loralski well said. I've suffered depression most my adult life. It's a constant battle. When you feel like you're getting better 1/3,1,1,1,,
4.99E+17,479918005,"RIP Robin Williams. You will be missed, you legend. http://t.co/e4nQ6nPQRP",1,5,5,,
4.99E+17,2233850857,"Now what are you all guilty of, that's right suicide. Phil I know technically an overdose but robin needs you now. Sorta the same problem",1,6,6,or 5?,
4.99E+17,25524081,"If You Live With Depression, You Understand Why Robin Williams Took His Own Life - The Daily Banter http://t.co/aWy3bJzN5C",0,6,1,or 6?,
4.99E+17,2730976751,Rip to my hero Robin Williams he made growing up for me a little easier and made everyone happy we will miss you http://t.co/1RMgloaFR4,1,5,5,,
4.99E+17,1546215084,Robin Williams -- Suicide By Hanging -- No Note - Robin Williams committed suicide by hanging himself inside his h... http://t.co/0keJbv8gtI,1,6,6,,
4.99E+17,594727039,Its Confirmed Robin Williams Iconic Actor Commits Suicide By Hanging Himself In His Home. -  http://t.co/TZ9U100gs6,1,6,6,,
4.99E+17,500720390,@TylerKingEsq no because he had depression and apparently died of asphyxiation... does that sound like an overdose to you?????,1,6,6,,
4.99E+17,1042426710,"I still cannot believe he is gone! Robin Williams, everyone misses and still loves you. NATM3 is going to be the most emotional movie. #RIP",1,5,5,,
4.99E+17,130090855,I liked a @YouTube video from @nolibya4syria http://t.co/f9uu5T2jiy Robin Williams - Weapons Of Self Destruction,0,7,5,,
4.99E+17,297239222,"Robin Williams took his own life. A role model to upcoming actors or kids? He had an apparent personality disorder, &amp; stupid ppl don't know",1,6,6,,
4.99E+17,26169303,"Conan O'Brien found out about Robin Williams at the end of taping his show, and handled it perfectly. http://t.co/McwRdRFhIc via @happyplace",0,1,6,,
4.99E+17,2439987559,RIP Robin Williams. Comic and acting genius. We'll miss you - we grew up with you.,1,5,5,,
4.99E+17,413445619,"RIP Robin Williams. You will greatly missed by many, thank you for making us smile.",1,5,5,,
4.99E+17,16907474,"SAN RAFAEL, Calif. (AP) - Sheriff's officials say Robin Williams committed suicide by hanging himself at his San... http://t.co/Q1kF9PMmUB",1,6,6,,
4.99E+17,59565371,oh god. _Ù÷¡ ‰ÛÏ@BreakingNews: Sheriff's office: Robin Williams committed suicide by hanging himself at his California home - @AP‰Ûù,0,6,5&6,,
4.99E+17,316779206,‰ÛÏ@wbir: AP: Sheriff's officials say #RobinWilliams committed suicide by hanging himself at his San Francisco Bay Area home.‰Ûù So sad_Ù÷_,0,6,5&6,,
4.99E+17,88799148,Robin Williams Preliminary Cause of Death: Asphyxia Due to Hanging http://t.co/BKQD8NdccM,1,6,6,,
4.99E+17,67068463,Officials: Robin Williams apparently hanged himself with a belt http://t.co/KtXc5dek9w,1,6,6,,
4.99E+17,1726931263,"Robin Williams hanged himself with belt, had cuts on wrist http://t.co/AxduzJ0aF8 http://t.co/NfuMmnoIBm #Russia #China",1,6,6,,
4.99E+17,104478609,"Coroner Releases Details on Robin Williams Suicide: Robin Williams committed suicide by hanging, the Marin Cou... http://t.co/NpCPPSJnEv",1,6,6,,
4.99E+17,491592187,Robin Williams found by assistant hanged to death at California home: sheriff's official: SAN RAFAEL Calif. (R... http://t.co/nifcqnPS9N,1,6,6,,
4.99E+17,218119418,"Robin Williams Hanged Himself, Confirms Coroner http://t.co/Pb8RECisY0",1,6,6,,
4.99E+17,2720916056,"‰Û÷I love you, I miss you,‰Ûª says daughter of Robin Williams in TwitteråÊtribute http://t.co/3Ozn8ujzJG",0,5,5&6,,
4.99E+17,1223372732,Police confirm Williams took own life (AP): Californian police have confirmed actor and comedian Robin Williams... http://t.co/TjsbQ09BEE,1,6,6,,
4.99E+17,861804594,"From ABC.......
Robin Williams died by asphyxia due to hanging in what was an apparent suicide, the Marin County,... http://t.co/e7cgfb72ny",1,6,6,,
4.99E+17,1711690530,"Robin Williams Found Hanging With Belt Around His Neck, Says Police http://t.co/3AFYcOm7us",1,6,6,,
4.99E+17,2439649764,‰ÛÜ#NewsUpdates Robin Williams Preliminary Reason for Demise: Asphyxia Resulting from Hanging http://t.co/VS4MCSA4Cw,1,6,6,,
4.99E+17,1953396079,‰ÛÜ#NewsUpdates Robin Williams Preliminary Reason for Demise: Asphyxia Resulting from Hanging http://t.co/D4o7hL7BKW,1,6,6,,
4.99E+17,106671065,Please check my blog post out. In it I talk about my experinace with dealing with depression and the fight that continues #talk,0,4,1,maybe risk of emotional disstress,
4.99E+17,147080230,News by Yahoo Robin Williams hanged by belt in apparent suicide: Comedy legend Robin Williams was found hanged...  http://t.co/HPaaSxZ1y9,1,6,6,,
4.99E+17,2418345169,"Robin Williams Hanged Himself, Confirms Coroner http://t.co/8tZ7AqoauV",1,6,6,,
4.99E+17,631848297,"Growing up, Robin Williams' movies were one of few things to bond my family together despite our age and cultural differences.",0,7,5,,
4.99E+17,234909646,"Coroner: Robin Williams hanged himself with belt, had cuts on wrist |  http://t.co/zwZSZiypBZ",1,6,6,,
4.99E+17,46428865,"Update: Robin Williams found hanged with a belt, cops say
 http://t.co/3e7ZOeFkuo",1,6,6,,
4.99E+17,1852175112,And for the first time ever I see the resemblance between Robin Williams and the Genie.,0,7,5,,
4.99E+17,584763146,Police Reveal How Robin Williams Hanged Himself: Officials have revealed several new details from the apparent... http://t.co/mEWJ47IIE5,1,6,6,,
4.99E+17,988156549,Comedy great Robin Williams hanged himself at home - Reuters http://t.co/rEGFSkpADP,1,6,6,,
4.99E+17,15772949,"Instead of blaming the choices of people who die by suicide, let's blame our mental health system's failures and strive to be better.",0,4,4&6,,
4.99E+17,861081618,"Coroner: Williams cut wrist, hanged self: ROBIN WILLIAMS, who died on Monday in apparent suicide, hanged himself with a belt and seem...",0,5,6,,
4.99E+17,1954703616,Sheriff's Office: Robin Williams Died After Hanging Self With Belt http://t.co/q7Pg7q67UA,1,6,6,,
4.99E+17,1935731924,Police Confirm Robin Williams' Cause of Death: Suicide by Hanging http://t.co/rVehTlk78h #LastBow,1,6,6,,
4.99E+17,47178193,mysoulisinorbit: jemmasimmns: please don‰Ûªt make people with depression feel guilty for their lack of... http://t.co/G4u39Nix25,0,1,4,,
4.99E+17,704396839,#ShowbizNews: Comedy great Robin Williams hanged himself at home http://t.co/cStmGgAlN7,1,6,6,,
4.99E+17,378670867,@TheRealSonyaEd Have 2 confide in u my bro committed suicide 10 days ago.  He suffered from anxiety &amp; it overwhelmed him.  So hoping if 1,0,5,4,,
4.99E+17,28017435,"If you are in need regarding depression, help is available 24/7 at the Natl. Suicide Prevention Lifeline. 800-273-8255. #hope #recovery",0,2,4,,
4.99E+17,37708418,"Mental Health Video: Depression moves into spotlight http://t.co/uDiuML7WBk #bpd, #mentalhealth",1,4,4,,
4.99E+17,80497050,"‰ÛÏ@dna: Oscar-winning actor Robin Williams hanged himself with a belt  http://t.co/av1JCplXOq‰Ûù
This is truly sad",0,6,5&6,,
4.99E+17,2163892274,It makes me so sad how no one let Robin Williams know how truly appreciated and loved he was before he took his own life_Ù÷Ó,0,6,5,,
4.99E+17,97600664,had to get the robin williams tribute out the way first .. since he died days after #mikebrown and all http://t.co/Gg1Vceo4yX,1,5,5,,
4.99E+17,386790345,Robin Williams' enduring influence on comedians http://t.co/BexC0IoJBs,0,7,5,,
4.99E+17,2446575518,#Travel Authorities say Robin Williams hanged himself ‰ÛÒ Washington Post http://t.co/MYlXKKa3Rm,1,6,6,,
4.99E+17,220441523,"‰ÛÏYou will have bad times, but they will always wake you up to the stuff you weren‰Ûªt paying attention to.‰Ûù 
-Robin Williams",0,7,4&5,,
5.00E+17,98821783,"Depression can cause death. Its proven, so stop harassing people with your words. You don't know how it may affect their lives and emotions.",0,1,4,,
5.00E+17,146347509,Anyone dealing with depression can call (215)686-4420. It's a 24 hour hotline. Help yourself before you hurt yourself.,0,2,4,,
5.00E+17,2705777222,#USAHeadlines Sheriff‰Ûªs Official: Actor Robin Williams Hanged Himself http://t.co/NtzkaMf1EV,1,6,6,,
5.00E+17,1710080521,"The Timekeeper Full Attraction POV 1995 Featuring Robin Williams - Tomorrowland, Walt Di... http://t.co/CWYIi5g2nQ http://t.co/PscffXRLkC",0,7,6,,
5.00E+17,1247471726,So sad to hear that Robin Williams has died he will be missed by everyone who knew him + his fans too RIP Robin Williams,1,5,5,,
5.00E+17,7569762,What Facebook statuses would say if we were honest about mental health: http://t.co/n3AKiMX4dU #mentalhealth #suicide #depression,0,4,4&6,,
5.00E+17,2613924303,"Only one person knows why Robin Williams chose to take his own life and he's no longer here to explain, the rest is just conjecture.",0,6,5,,
5.00E+17,967455648,Popular Blogger Pens Viral Post Calling Robin Williams' Suicide a 'Choice' ‰ÛÓ He... http://t.co/ZVmUHzwRng via @theblaze,0,4,6,,
5.00E+17,726505052,@Chantlah_17 I think I need to seek help.,0,2,1,,
5.00E+17,438296100,Mork took his own life?  Mrs. Doubt Fire committed suicide?  Whoopie Goldberg  candidly told the world in the... http://t.co/SfXQ8D7I14,0,6,3,not sure what this is about,
5.00E+17,56705202,@RealKevinConroy Did you get to know Robin Williams?,0,7,5,,
5.00E+17,1930214689,"""Bring back the lira to end depression"" Does it ever get old? Weak arguments &amp; analysis http://t.co/OeVuIP1KhP via @Telegraph #Italy #Renzi",0,1,3,not sure what this is about,
5.00E+17,293461716,Robin Williams Hanged Himself With A Belt ‰ÛÒ Autopsy Result Confirms http://t.co/1hfjRWxIpR,1,6,6,,
5.00E+17,2741313917,"If you need help, don't be afraid to reach out to people. #depression #suicide http://t.co/Pg7hX0LMFZ",0,2,4,,
5.00E+17,2464125703,#Movie Robin Williams hanged by belt in apparent suicide ‰ÛÒ Yahoo News http://t.co/9nkIRB6gRB,1,6,6,,
5.00E+17,237888890,Yes depression is a dreadful illness but nobody has the right to take their own life. #RIPRobinWilliams,0,6,4&5,,
5.00E+17,1603609393,"Robin Williams found hanged with a belt  http://t.co/dLZv2F4Q7D
  #alanalda #morkmindy #robinwilliams #unclerobin",1,6,6,,
5.00E+17,15755669,Apple honors Robin Williams on their website: http://t.co/74pRvPFg2G #RIPRobinWilliams http://t.co/itmc456IWH,0,4,6,,
5.00E+17,2515248277,#Health Trouble sleeping could be a suicide risk factor for older adults http://t.co/hZ4YquKS8u,1,4,4,,
5.00E+17,2464077582,#Movie Robin Williams Dead of Apparent Suicide at 63 ‰ÛÒ Yahoo! Voices (blog) http://t.co/VIhUVnQlGJ,0,4,6,,
5.00E+17,370419566,"Public health, private grief: how should journos report suicide? http://t.co/J3o9VS2P1P via @ConversationEDU",1,4,4,,
5.00E+17,2286404551,yes i have severe depression and now i can get the help i need. My only regret is that i've waited so long to get help.,0,2,1,overcome depression,
5.00E+17,549706307,Increased Suicide Risk in Older Adults With Poor Sleep Quality http://t.co/NfXIpkt82x #health #cancer,1,4,4,,
5.00E+17,311181941,"I still can't believe that Robin Williams is gone. I'll miss you, genie!",1,5,5,,
5.00E+17,108701420,7 Ways Twitter ShouldåÊProtect Robin Williams' Daughter (and Everyone Else) http://t.co/izuTRb0Bn0,0,7,4,,
5.00E+17,332651703,This Is Why Robin Williams Was Unique http://t.co/uaW458fMvH via @moviepilotnews,0,7,5,,
5.00E+17,426076778,I liked a @YouTube video from @jkfilms http://t.co/emNFjE5LgZ Robin Williams Found Dead by Hanging ft. David So and Gina Darling,1,6,6,,
5.00E+17,2168956690,It's ok #GeneSimmons Just call 1-800-273-TALK when you become #suicidal from crippling #depression from losing everything. They'll help you.,0,2,4,,
5.00E+17,2525371543,"Just like other illnesses, depression can be treated so that people can live happy, active lives.-Tom Bosley",0,1,4,,
5.01E+17,159223677,"Tax Free Week in CT; Robin Williams Film Festival; Man Swipes 8 Cases of Beer, Police Say http://t.co/fT2aHxbn2G",0,7,6,,
5.01E+17,265761120,Why America cares more about robin williams who took his own life then the civilians being murdered by american troops in Iraq,1,6,6,,
5.01E+17,1964489898,"I already think about suicide everytime i feel depressing. But b**ch pls, i'm NOT dumb enough 2do it.",1,1,1,,
5.01E+17,2732538831,@MarleneMeow yeah she makes fun of his depression and tell him to kill himself.he already tried killing himself that fucking cunt,0,3,5,reaction to news,
5.01E+17,22808598,@twitter @safety Why am I still coming across photoshopped autopsy photos of Robin Williams? Where are these improved standards?,0,7,4,criticize sensational reporting,
5.01E+17,2216819907,"My thoughts on a great piece from @PieMediaHouse , focusing on Williams' suicide and #mentalhealth #depression http://t.co/oYOrvDt2li",0,7,4&5,,
5.01E+17,981521629,RV is on and robin williams looks great and he's so hilarious ugh I miss him so much,1,5,5,,
5.01E+17,30424077,"It just compounds the issue that depression is illogical and impotent and not a ""real problem."" And yet it feels real. Crushing.",1,1,1,,
5.01E+17,244795362,Pastor Found Hanging Dead - Suicide or Murder http://t.co/ReSC73u7gc #LIBERIA,1,6,6,,
5.01E+17,513050858,Semen is 'good for women's health and helps fight depression' http://t.co/3Ps70TwowA via @MailOnline,1,4,4,,
5.02E+17,261981102,"Robin Williams, Mental Health, and Social Insanity http://t.co/zzR842hCC4",0,4,4&6,,
5.02E+17,16161568,About a Photograph: USA Today Photographer Remembers His Experience Shooting Robin Williams - See on... http://t.co/p3IXiPwl1f,0,7,6,,
5.02E+17,493932797,Well they might put robin williams in the next zelda game to pay him back for naming his daughter zelda,0,7,6,,
5.02E+17,1474248338,"""@letsquotecomedy Robin Williams isn't dead, he's just stuck in the jungle waiting for someone to roll a 5 or 8 #RIPRobinWilliams",0,7,5,,
5.02E+17,259363470,My blog on the tragic death of Robin Williams. http://t.co/tdMOeg68hk,0,4,5,,
5.02E+17,479458312,@GoaIdado I'm out my depression now. I feel I can contribute,0,1,4,overcome depression,
5.02E+17,58194953,"12 Steps to Help You Talk With Your Children About Suicide @HuffPostBlog  http://t.co/btOCL0UmgC via @HuffPostParents
@spiritualnursesandy",0,7,4,,
